":@computed_region_43wa_7qmu",":@computed_region_6mkv_f3dw",":@computed_region_awaf_s7ux",":@computed_region_bdys_3d7i",":@computed_region_d3ds_rm58",":@computed_region_d9mm_jgwp",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k","arrest","beat","block","case_number","community_area","date","description","district","domestic","fbi_code","id","iucr","latitude","location","location_address","location_city","location_description","location_state","location_zip","longitude","primary_type","updated_on","ward","x_coordinate","y_coordinate","year"
"43","21861","30","504","219","10","19","50","false","0532","0000X E 119TH PL","JB249717","53","2018-05-03T17:00:00.000","OTHER OFFENSE","005","true","20","11304662","1780","41.67712508","POINT (-87.621803711 41.67712508)",,,"RESIDENCE",,,"-87.621803711","OFFENSE INVOLVING CHILDREN","2018-05-10T15:48:24.000","9","1178628","1825739","2018"
"23","21572","11","675","100","16","30","27","false","1115","002XX S KARLOV AVE","JB248670","26","2018-05-03T16:50:00.000","COUNTERFEIT CHECK","011","false","10","11303884","1122","41.877680349","POINT (-87.728019783 41.877680349)",,,"RESIDENCE",,,"-87.728019783","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","28","1149097","1898598","2018"
"46","4299","41","456","66","16","5","24","false","1112","010XX N HAMLIN AVE","JB248646","23","2018-05-03T16:50:00.000","HARASSMENT BY ELECTRONIC MEANS","011","false","26","11303822","2826","41.899538457","POINT (-87.72132651 41.899538457)",,,"RESIDENCE",,,"-87.72132651","OTHER OFFENSE","2018-05-10T15:48:24.000","27","1150863","1906576","2018"
"36","14310","22","92","88","22","41","38","false","0111","0000X W RANDOLPH ST","JB251019","32","2018-05-03T16:45:00.000","THEFT OF LOST/MISLAID PROP","001","false","11","11305564","1220","41.884485451","POINT (-87.628783943 41.884485451)",,,"APARTMENT",,,"-87.628783943","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","42","1176102","1901284","2018"
"8","22248","49","776","129","13","56","61","true","0822","051XX S SPAULDING AVE","JB248764","63","2018-05-03T16:45:00.000","UNLAWFUL POSS OF HANDGUN","008","false","15","11303909","143A","41.799903193","POINT (-87.706189772 41.799903193)",,,"RESIDENCE",,,"-87.706189772","WEAPONS VIOLATION","2018-05-10T15:48:24.000","14","1155249","1870299","2018"
"2","22257","19","280","204","17","23","65","false","0725","063XX S ASHLAND AVE","JB248601","67","2018-05-03T16:44:00.000","SIMPLE","007","false","08B","11303805","0460","41.779012821","POINT (-87.664208692 41.779012821)",,,"CTA BUS",,,"-87.664208692","BATTERY","2018-05-10T15:48:24.000","16","1166755","1862773","2018"
"7","22216","52","67","99","25","32","26","false","1513","059XX W MADISON ST","JB248606","25","2018-05-03T16:44:00.000","POCKET-PICKING","015","false","06","11303748","0870","41.880102145","POINT (-87.77374024 41.880102145)",,,"RESTAURANT",,,"-87.77374024","THEFT","2018-05-10T15:48:24.000","29","1136640","1899396","2018"
"37","21202","43","252","249","19","25","48","false","0431","021XX E 98TH ST","JB248616","51","2018-05-03T16:40:00.000","DOMESTIC BATTERY SIMPLE","004","true","08B","11303767","0486","41.717096657","POINT (-87.57343539 41.717096657)",,,"RESIDENCE",,,"-87.57343539","BATTERY","2018-05-10T15:48:24.000","7","1191713","1840417","2018"
"23","21572","36","716","143","16","30","27","false","1131","044XX W CONGRESS PKWY","JB248594","26","2018-05-03T16:38:00.000","DOMESTIC BATTERY SIMPLE","011","true","08B","11303821","0486","41.874221166","POINT (-87.736133965 41.874221166)",,,"RESIDENTIAL YARD (FRONT/BACK)",,,"-87.736133965","BATTERY","2018-05-10T15:48:24.000","24","1146896","1897322","2018"
"33","22260","32","154","132","24","60","8","false","0233","008XX E 55TH ST","JB248599","41","2018-05-03T16:38:00.000","SIMPLE","002","false","08A","11303882","0560","41.794965928","POINT (-87.605620246 41.794965928)",,,"HOSPITAL BUILDING/GROUNDS",,,"-87.605620246","ASSAULT","2018-05-10T15:48:24.000","5","1182686","1868716","2018"
"30","21867","6","349","208","13","58","64","false","0831","071XX S SACRAMENTO AVE","JB248630","66","2018-05-03T16:37:00.000","SIMPLE","008","false","08B","11303899","0460","41.763610987","POINT (-87.697896531 41.763610987)",,,"ALLEY",,,"-87.697896531","BATTERY","2018-05-10T15:48:24.000","18","1157608","1857091","2018"
"45","4299","41","456","66","16","5","24","true","1112","011XX N SPRINGFIELD AVE","JB248677","23","2018-05-03T16:35:00.000","POSS: HEROIN(WHITE)","011","false","18","11303846","2024","41.901862469","POINT (-87.723838923 41.901862469)",,,"SIDEWALK",,,"-87.723838923","NARCOTICS","2018-05-10T15:48:24.000","27","1150173","1907418","2018"
"43","21861","30","236","256","10","19","45","true","0512","103XX S EBERHART AVE","JB248652","49","2018-05-03T16:32:00.000","POSS: CANNABIS MORE THAN 30GMS","005","false","18","11303926","1812","41.706838386","POINT (-87.61131355 41.706838386)",,,"STREET",,,"-87.61131355","NARCOTICS","2018-05-10T15:48:24.000","9","1181403","1836590","2018"
"48","14924","26","376","170","23","40","35","false","0915","002XX W 35TH ST","JB249118","34","2018-05-03T16:30:00.000","AUTOMOBILE","009","false","07","11304214","0910","41.830929961","POINT (-87.632145515 41.830929961)",,,"STREET",,,"-87.632145515","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","11","1175346","1881761","2018"
"42","22212","33","629","252","9","13","71","false","2213","100XX S LEAVITT ST","JB250894","72","2018-05-03T16:30:00.000","SIMPLE","022","false","08A","11305523","0560","41.711326446","POINT (-87.676927679 41.711326446)",,,"SCHOOL, PUBLIC, GROUNDS",,,"-87.676927679","ASSAULT","2018-05-10T15:48:24.000","19","1163474","1838082","2018"
"37","21202","43","508","238","19","25","42","false","0423","088XX S MUSKEGON AVE","JB248729","46","2018-05-03T16:30:00.000","DOMESTIC BATTERY SIMPLE","004","true","08B","11303832","0486","41.734584273","POINT (-87.55551858 41.734584273)",,,"APARTMENT",,,"-87.55551858","BATTERY","2018-05-10T15:48:24.000","10","1196547","1846833","2018"
"5","21853","3","52","33","11","9","10","false","2424","074XX N WOLCOTT AVE","JB248603","1","2018-05-03T16:30:00.000","SIMPLE","024","false","08A","11303746","0560","42.017040425","POINT (-87.677653464 42.017040425)",,,"PARKING LOT/GARAGE(NON.RESID.)",,,"-87.677653464","ASSAULT","2018-05-10T15:48:24.000","49","1162425","1949482","2018"
"35","21546","9","141","241","20","61","40","false","0632","085XX S COTTAGE GROVE AVE","JB248590","44","2018-05-03T16:30:00.000","RETAIL THEFT","006","false","06","11303736","0860","41.739320771","POINT (-87.604896792 41.739320771)",,,"OTHER",,,"-87.604896792","THEFT","2018-05-10T15:48:24.000","8","1183055","1848441","2018"
"46","22620","16","108","199","14","49","37","false","1822","009XX W WEED ST","JB248596","8","2018-05-03T16:29:00.000","RETAIL THEFT","018","false","06","11303862","0860","41.909804314","POINT (-87.651606387 41.909804314)",,,"SMALL RETAIL STORE",,,"-87.651606387","THEFT","2018-05-10T15:48:24.000","32","1169814","1910460","2018"
"25","21186","38","691","12","5","53","57","false","1923","010XX W GRACE ST","JB248560","6","2018-05-03T16:29:00.000","HARASSMENT BY ELECTRONIC MEANS","019","false","26","11303798","2826","41.951114243","POINT (-87.655048404 41.951114243)",,,"RESIDENCE",,,"-87.655048404","OTHER OFFENSE","2018-05-10T15:48:24.000","44","1168758","1925506","2018"
"27","4450","42","320","52","11","50","20","false","2413","022XX W DEVON AVE","JB248591","2","2018-05-03T16:27:00.000","SIMPLE","024","false","08B","11303761","0460","41.997800745","POINT (-87.685837792 41.997800745)",,,"RESTAURANT",,,"-87.685837792","BATTERY","2018-05-10T15:48:24.000","50","1160254","1942454","2018"
"13","21554","18","529","229","20","59","70","true","0621","080XX S UNION AVE","JB248655","71","2018-05-03T16:25:00.000","UNLAWFUL POSS OF HANDGUN","006","false","15","11303896","143A","41.74836467","POINT (-87.641535527 41.74836467)",,,"SIDEWALK",,,"-87.641535527","WEAPONS VIOLATION","2018-05-10T15:48:24.000","21","1173029","1851654","2018"
"45","4299","4","599","145","6","5","26","false","2532","055XX W LE MOYNE ST","JB248602","25","2018-05-03T16:24:00.000","VIOLATE ORDER OF PROTECTION","025","true","26","11304057","4387","41.907587857","POINT (-87.764117705 41.907587857)",,,"APARTMENT",,,"-87.764117705","OTHER OFFENSE","2018-05-10T15:48:24.000","37","1139194","1909429","2018"
"11","21560","16","547","63","15","4","25","true","1221","020XX W CHICAGO AVE","JB248628","24","2018-05-03T16:19:00.000","RETAIL THEFT","012","false","06","11303853","0860","41.895896023","POINT (-87.677913394 41.895896023)",,,"GROCERY FOOD STORE",,,"-87.677913394","THEFT","2018-05-10T15:48:24.000","1","1162692","1905336","2018"
"28","21569","14","125","161","21","57","30","true","1013","039XX W OGDEN AVE","JB248770","29","2018-05-03T16:15:00.000","SELL/GIVE/DEL LIQUOR TO MINOR","010","false","22","11303864","2210","41.851355335","POINT (-87.723988296 41.851355335)",,,"TAVERN/LIQUOR STORE",,,"-87.723988296","LIQUOR LAW VIOLATION","2018-05-10T15:48:24.000","22","1150263","1889013","2018"
"14","21569","36","33","155","21","57","30","false","1011","014XX S MILLARD AVE","JB248566","29","2018-05-03T16:15:00.000","AGGRAVATED:KNIFE/CUTTING INSTR","010","false","04B","11303968","0420","41.861674964","POINT (-87.716504195 41.861674964)",,,"SIDEWALK",,,"-87.716504195","BATTERY","2018-05-10T15:48:24.000","24","1152275","1892788","2018"
"35","21546","9","497","227","20","61","67","true","0624","009XX E 79TH ST","JB248631","44","2018-05-03T16:15:00.000","SIMPLE","006","false","08B","11303815","0460","41.751330763","POINT (-87.601154923 41.751330763)",,,"STREET",,,"-87.601154923","BATTERY","2018-05-10T15:48:24.000","8","1184039","1852826","2018"
"23","22216","11","69","137","25","32","26","true","1533","049XX W ADAMS ST","JB248598","25","2018-05-03T16:12:00.000","UNLAWFUL POSS OF HANDGUN","015","false","15","11303933","143A","41.878554737","POINT (-87.748475629 41.878554737)",,,"STREET",,,"-87.748475629","WEAPONS VIOLATION","2018-05-10T15:48:24.000","28","1143524","1898878","2018"
"10","21192","1","461","116","24","10","5","false","0223","047XX S COTTAGE GROVE AVE","JB248575","38","2018-05-03T16:10:00.000","FROM BUILDING","002","false","06","11303727","0890","41.808981361","POINT (-87.606551046 41.808981361)",,,"SMALL RETAIL STORE",,,"-87.606551046","THEFT","2018-05-10T15:48:24.000","4","1182389","1873821","2018"
"32","21554","17","495","229","20","59","67","false","0623","075XX S STEWART AVE","JB250290","69","2018-05-03T16:00:00.000","CHILD ABUSE","006","false","20","11305094","1750","41.757564743","POINT (-87.634473052 41.757564743)",,,"RESIDENCE",,,"-87.634473052","OFFENSE INVOLVING CHILDREN","2018-05-10T15:48:24.000","17","1174929","1855022","2018"
"36","14309","22","92","79","22","42","38","false","0122","001XX N LA SALLE ST","JB248812","32","2018-05-03T16:00:00.000","CREDIT CARD FRAUD","001","false","11","11303907","1150","41.885369466","POINT (-87.63243193 41.885369466)",,,"SMALL RETAIL STORE",,,"-87.63243193","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","42","1175106","1901598","2018"
"31","21867","44","382","208","13","58","64","false","0831","065XX S TROY ST","JB249903","66","2018-05-03T16:00:00.000","CREDIT CARD FRAUD","008","false","11","11304915","1150","41.774604234","POINT (-87.701802378 41.774604234)",,,"RESIDENCE",,,"-87.701802378","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","15","1156513","1861089","2018"
"36","21182","22","159","74","14","6","37","false","1834","003XX E OHIO ST","JB250044","8","2018-05-03T16:00:00.000","$500 AND UNDER","018","false","06","11304832","0820","41.892605313","POINT (-87.619839586 41.892605313)",,,"PARKING LOT/GARAGE(NON.RESID.)",,,"-87.619839586","THEFT","2018-05-10T15:48:24.000","42","1178513","1904263","2018"
"43","21546","31","406","241","20","61","40","false","0632","0000X E 87TH ST","JB248581","44","2018-05-03T16:00:00.000","SIMPLE","006","false","08B","11303777","0460","41.736342753","POINT (-87.623238875 41.736342753)",,,"RESTAURANT",,,"-87.623238875","BATTERY","2018-05-10T15:48:24.000","6","1178058","1847314","2018"
"8","22248","49","776","129","13","56","61","false","0822","054XX S SPAULDING AVE","JB248815","63","2018-05-03T16:00:00.000","OTHER OFFENSE","008","false","20","11303905","1780","41.794792522","POINT (-87.706041567 41.794792522)",,,"RESIDENCE",,,"-87.706041567","OFFENSE INVOLVING CHILDREN","2018-05-10T15:48:24.000","14","1155303","1868437","2018"
"36","21182","22","159","74","14","6","37","false","1834","002XX E ILLINOIS ST","JB252170","8","2018-05-03T16:00:00.000","TO VEHICLE","018","false","14","11306368","1320","41.890988065","POINT (-87.621021833 41.890988065)",,,"PARKING LOT/GARAGE(NON.RESID.)",,,"-87.621021833","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","42","1178196","1903671","2018"
"1","14920","26","192","165","23","43","56","false","0912","031XX S ASHLAND AVE","JB248789","59","2018-05-03T16:00:00.000","RETAIL THEFT","009","false","06","11303873","0860","41.836297399","POINT (-87.665707653 41.836297399)",,,"SMALL RETAIL STORE",,,"-87.665707653","THEFT","2018-05-10T15:48:24.000","11","1166184","1883644","2018"
"42","22212","33","629","252","9","13","71","false","2213","100XX S LEAVITT ST","JB253867","72","2018-05-03T16:00:00.000","SIMPLE","022","false","08A","11307893","0560","41.711326446","POINT (-87.676927679 41.711326446)",,,"SIDEWALK",,,"-87.676927679","ASSAULT","2018-05-10T15:48:24.000","19","1163474","1838082","2018"
"10","21192","1","165","116","24","10","4","false","0223","007XX E 51ST ST","JB249189","38","2018-05-03T16:00:00.000","TO VEHICLE","002","false","14","11304254","1320","41.802216748","POINT (-87.608292601 41.802216748)",,,"STREET",,,"-87.608292601","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","4","1181935","1871352","2018"
"35","21202","9","431","224","19","25","41","false","0411","080XX S STONY ISLAND AVE","JB248529","45","2018-05-03T16:00:00.000","SIMPLE","004","false","08B","11303766","0460","41.748979348","POINT (-87.585881934 41.748979348)",,,"OTHER",,,"-87.585881934","BATTERY","2018-05-10T15:48:24.000","8","1188214","1852005","2018"
"3","14924","29","687","115","23","37","55","true","0924","045XX S WESTERN BLVD","JB248549","61","2018-05-03T15:58:00.000","RETAIL THEFT","009","false","06","11303978","0860","41.810693516","POINT (-87.683929054 41.810693516)",,,"DEPARTMENT STORE",,,"-87.683929054","THEFT","2018-05-10T15:48:24.000","12","1161289","1874276","2018"
"33","22538","32","452","89","18","24","39","true","0333","071XX S JEFFERY BLVD","JB248588","43","2018-05-03T15:55:00.000","RETAIL THEFT","003","false","06","11303856","0860","41.765755571","POINT (-87.576292427 41.765755571)",,,"SMALL RETAIL STORE",,,"-87.576292427","THEFT","2018-05-10T15:48:24.000","5","1190777","1858141","2018"
"36","14912","22","367","126","22","29","38","false","0112","0000X E ADAMS ST","JB248547","32","2018-05-03T15:50:00.000","$500 AND UNDER","001","false","06","11303730","0820","41.879536103","POINT (-87.625419631 41.879536103)",,,"OTHER",,,"-87.625419631","THEFT","2018-05-10T15:48:24.000","42","1177033","1899488","2018"
"43","21861","30","601","265","10","19","47","true","0531","007XX E 111TH ST","JB248609","50","2018-05-03T15:50:00.000","STOLEN PROP: BUY/RECEIVE/POS.","005","false","13","11303850","1200","41.692833841","POINT (-87.60431945 41.692833841)",,,"POLICE FACILITY/VEH PARKING LOT",,,"-87.60431945","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","9","1183356","1831503","2018"
"46","21184","41","177","80","15","28","24","false","1221","004XX N TROY ST","JB249366","23","2018-05-03T15:45:00.000","SIMPLE","012","false","08B","11304528","0460","41.889096979","POINT (-87.705130816 41.889096979)",,,"SCHOOL, PUBLIC, GROUNDS",,,"-87.705130816","BATTERY","2018-05-10T15:48:24.000","27","1155300","1902803","2018"
"3","14924","53","706","108","23","37","59","false","0924","018XX W 47TH ST","JB248516","61","2018-05-03T15:45:00.000","SIMPLE","009","false","08B","11303861","0460","41.808540186","POINT (-87.671589638 41.808540186)",,,"ALLEY",,,"-87.671589638","BATTERY","2018-05-10T15:48:24.000","20","1164659","1873517","2018"
"37","21202","43","226","238","19","25","42","false","0423","084XX S SAGINAW AVE","JB248931","46","2018-05-03T15:45:00.000","CHILD ABDUCTION","004","true","20","11304184","1790","41.742271198","POINT (-87.56000975 41.742271198)",,,"SCHOOL, PUBLIC, GROUNDS",,,"-87.56000975","OFFENSE INVOLVING CHILDREN","2018-05-10T15:48:24.000","7","1195296","1849623","2018"
"22","21861","45","60","218","10","19","50","false","0523","122XX S UNION AVE","JB248586","53","2018-05-03T15:40:00.000","AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON","005","true","04B","11304145","0497","41.671573228","POINT (-87.639298436 41.671573228)",,,"STREET",,,"-87.639298436","BATTERY","2018-05-10T15:48:24.000","34","1173865","1823677","2018"
"7","22216","52","618","85","25","32","26","false","1512","056XX W FULTON ST","JB248542","25","2018-05-03T15:40:00.000","SIMPLE","015","false","08A","11306716","0560","41.885680977","POINT (-87.767532915 41.885680977)",,,"SIDEWALK",,,"-87.767532915","ASSAULT","2018-05-10T15:48:24.000","29","1138317","1901440","2018"
"33","22538","32","452","217","18","24","39","true","0324","071XX S STONY ISLAND AVE","JB248545","43","2018-05-03T15:40:00.000","TO LAND","003","false","26","11303823","1330","41.765769173","POINT (-87.585914349 41.765769173)",,,"RESTAURANT",,,"-87.585914349","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","5","1188152","1858123","2018"
"4","22260","53","332","277","18","60","9","false","0312","064XX S DR MARTIN LUTHER KING JR DR","JB248651","69","2018-05-03T15:40:00.000","SIMPLE","003","false","08A","11303793","0560","41.777558327","POINT (-87.615558249 41.777558327)",,,"SIDEWALK",,,"-87.615558249","ASSAULT","2018-05-10T15:48:24.000","20","1180029","1862350","2018"
"14","21569","36","35","140","16","28","30","true","1134","031XX W ROOSEVELT RD","JB248506","29","2018-05-03T15:38:00.000","POSS: HEROIN(WHITE)","011","false","18","11303700","2024","41.866417413","POINT (-87.704930694 41.866417413)",,,"SIDEWALK",,,"-87.704930694","NARCOTICS","2018-05-10T15:48:24.000","24","1155415","1894539","2018"
"32","21559","17","511","214","17","11","66","false","0732","007XX W 73RD ST","JB248486","68","2018-05-03T15:37:00.000","DOMESTIC BATTERY SIMPLE","007","true","08B","11304315","0486","41.761572021","POINT (-87.643655186 41.761572021)",,,"APARTMENT",,,"-87.643655186","BATTERY","2018-05-10T15:48:24.000","17","1172412","1856462","2018"
