":@computed_region_43wa_7qmu",":@computed_region_6mkv_f3dw",":@computed_region_awaf_s7ux",":@computed_region_bdys_3d7i",":@computed_region_d3ds_rm58",":@computed_region_d9mm_jgwp",":@computed_region_rpca_8um6",":@computed_region_vrxf_vc4k","arrest","beat","block","case_number","community_area","date","description","district","domestic","fbi_code","id","iucr","latitude","location","location_address","location_city","location_description","location_state","location_zip","longitude","primary_type","updated_on","ward","x_coordinate","y_coordinate","year"
"36","21182","22","159","74","14","6","37","false","1834","004XX N MICHIGAN AVE","JB248200","8","2018-05-03T11:00:00.000","ILLEGAL USE CASH CARD","018","false","11","11303493","1152","41.889906681","POINT (-87.624100509 41.889906681)",,,"SMALL RETAIL STORE",,,"-87.624100509","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","42","1177361","1903270","2018"
"16","4451","40","539","54","2","14","76","false","2013","057XX N BROADWAY","JB248098","77","2018-05-03T11:00:00.000","SIMPLE","020","false","08B","11303564","0460","41.986053237","POINT (-87.660143418 41.986053237)",,,"OTHER",,,"-87.660143418","BATTERY","2018-05-10T15:48:24.000","48","1167272","1938227","2018"
"4","22260","53","403","125","24","60","7","false","0231","056XX S MICHIGAN AVE","JB248611","40","2018-05-03T11:00:00.000","FORCIBLE ENTRY","002","false","05","11303880","0610","41.792425533","POINT (-87.622403855 41.792425533)",,,"APARTMENT",,,"-87.622403855","BURGLARY","2018-05-10T15:48:24.000","20","1178117","1867752","2018"
"32","21546","31","475","228","20","61","67","false","0623","077XX S WABASH AVE","JB248570","69","2018-05-03T11:00:00.000","OVER $500","006","false","06","11303778","0810","41.754108317","POINT (-87.623065079 41.754108317)",,,"APARTMENT",,,"-87.623065079","THEFT","2018-05-10T15:48:24.000","6","1178052","1853788","2018"
"13","22212","18","592","252","9","13","72","false","2213","096XX S WINSTON AVE","JB250730","73","2018-05-03T11:00:00.000","AUTOMOBILE","022","false","07","11305490","0910","41.718963746","POINT (-87.659828461 41.718963746)",,,"RESIDENCE",,,"-87.659828461","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","21","1168121","1840901","2018"
"4","21559","53","166","251","18","11","66","false","0311","060XX S LA SALLE ST","JB248150","68","2018-05-03T11:00:00.000","DOMESTIC BATTERY SIMPLE","003","true","08B","11304403","0486","41.784447407","POINT (-87.629007588 41.784447407)",,,"RESIDENCE",,,"-87.629007588","BATTERY","2018-05-10T15:48:24.000","20","1176340","1864830","2018"
"7","22615","39","137","183","6","3","19","false","2512","064XX W MC LEAN AVE","JB248153","19","2018-05-03T11:00:00.000","HARASSMENT BY ELECTRONIC MEANS","025","false","26","11303462","2826","41.916649652","POINT (-87.785626747 41.916649652)",,,"RESIDENCE",,,"-87.785626747","OTHER OFFENSE","2018-05-10T15:48:24.000","36","1133318","1912693","2018"
"25","21190","38","681","31","5","22","57","false","1935","008XX W DIVERSEY PKWY","JB251013","7","2018-05-03T11:00:00.000","AUTOMOBILE","019","false","07","11305555","0910","41.932708981","POINT (-87.649528656 41.932708981)",,,"STREET",,,"-87.649528656","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","43","1170313","1918811","2018"
"43","4460","30","9","221","10","47","51","false","0533","131XX S DR MARTIN LUTHER KING JR DR","JB248109","54","2018-05-03T11:00:00.000","$500 AND UNDER","005","true","06","11303446","0820","41.657245513","POINT (-87.613064365 41.657245513)",,,"RESIDENCE",,,"-87.613064365","THEFT","2018-05-10T15:48:24.000","9","1181076","1818515","2018"
"14","21572","36","36","140","16","30","28","false","1134","033XX W FLOURNOY ST","JB248567","27","2018-05-03T11:00:00.000","TO PROPERTY","011","false","14","11303753","1310","41.872740098","POINT (-87.709447342 41.872740098)",,,"APARTMENT",,,"-87.709447342","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","24","1154168","1896834","2018"
"31","22257","17","283","7","17","23","65","false","0735","069XX S HERMITAGE AVE","JB248168","67","2018-05-03T11:00:00.000","SIMPLE","007","false","08A","11303602","0560","41.767720172","POINT (-87.667537182 41.767720172)",,,"SCHOOL, PRIVATE, BUILDING",,,"-87.667537182","ASSAULT","2018-05-10T15:48:24.000","17","1165879","1858651","2018"
"10","14913","48","12","144","22","35","38","false","0123","011XX S STATE ST","JB248144","32","2018-05-03T11:00:00.000","$500 AND UNDER","001","false","06","11303573","0820","41.868165405","POINT (-87.62743954 41.868165405)",,,"CTA TRAIN",,,"-87.62743954","THEFT","2018-05-10T15:48:24.000","2","1176517","1895340","2018"
"13","21861","18","568","250","10","19","45","false","0511","096XX S LA SALLE ST","JB249722","49","2018-05-03T11:00:00.000","FORCIBLE ENTRY","005","false","05","11304693","0610","41.719348133","POINT (-87.627396604 41.719348133)",,,"RESIDENCE-GARAGE",,,"-87.627396604","BURGLARY","2018-05-10T15:48:24.000","21","1176974","1841112","2018"
"32","22260","53","514","211","18","60","67","false","0322","001XX E 68TH ST","JB249063","69","2018-05-03T11:00:00.000","TO PROPERTY","003","true","14","11304152","1310","41.771045574","POINT (-87.621202966 41.771045574)",,,"APARTMENT",,,"-87.621202966","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","20","1178509","1859964","2018"
"26","14917","8","87","95","15","44","29","false","1232","010XX W TAYLOR ST","JB249272","28","2018-05-03T11:00:00.000","$500 AND UNDER","012","false","06","11304527","0820","41.86947003","POINT (-87.653551437 41.86947003)",,,"APARTMENT",,,"-87.653551437","THEFT","2018-05-10T15:48:24.000","25","1169401","1895758","2018"
,,,,,,,,"false","0213","035XX S STATE ST","JB248395","35","2018-05-03T11:00:00.000","SIMPLE","002","false","08B","11307884","0460",,,,,"STREET",,,,"BATTERY","2018-05-10T15:48:24.000","3",,,"2018"
"32","21554","17","494","228","20","59","67","false","0623","002XX W 75TH ST","JB248103","69","2018-05-03T10:59:00.000","UNLAWFUL USE HANDGUN","006","false","15","11303459","141A","41.758135413","POINT (-87.630849382 41.758135413)",,,"SIDEWALK",,,"-87.630849382","WEAPONS VIOLATION","2018-05-10T15:48:24.000","17","1175916","1855238","2018"
"46","21572","41","584","65","16","30","24","false","1121","006XX N DRAKE AVE","JB248076","23","2018-05-03T10:54:00.000","DOMESTIC BATTERY SIMPLE","011","true","08B","11303521","0486","41.892265248","POINT (-87.714997943 41.892265248)",,,"RESIDENCE PORCH/HALLWAY",,,"-87.714997943","BATTERY","2018-05-10T15:48:24.000","27","1152605","1903938","2018"
"14","21572","36","33","155","21","57","30","true","1011","012XX S INDEPENDENCE BLVD","JB248142","29","2018-05-03T10:50:00.000","MANU/DEL:CANNABIS 10GM OR LESS","010","false","18","11303469","1821","41.865744779","POINT (-87.720106979 41.865744779)",,,"SIDEWALK",,,"-87.720106979","NARCOTICS","2018-05-10T15:48:24.000","24","1151283","1894264","2018"
"14","21569","36","800","153","21","57","30","false","1021","018XX S ST LOUIS AVE","JB248149","29","2018-05-03T10:50:00.000","$500 AND UNDER","010","false","06","11304384","0820","41.856289414","POINT (-87.712694339 41.856289414)",,,"OTHER",,,"-87.712694339","THEFT","2018-05-10T15:48:24.000","24","1153327","1890833","2018"
"37","21202","43","478","225","19","24","39","true","0422","024XX E 79TH ST","JB248021","46","2018-05-03T10:32:00.000","SIMPLE","004","false","08A","11303433","0560","41.751739567","POINT (-87.565407903 41.751739567)",,,"RESTAURANT",,,"-87.565407903","ASSAULT","2018-05-10T15:48:24.000","7","1193792","1853060","2018"
"7","22615","52","597","154","6","2","26","false","2531","016XX N MONITOR AVE","JB253257","25","2018-05-03T10:30:00.000","OTHER VEHICLE OFFENSE","025","false","26","11307302","5002","41.910170819","POINT (-87.77149016 41.910170819)",,,"STREET",,,"-87.77149016","OTHER OFFENSE","2018-05-10T15:48:24.000","29","1137181","1910357","2018"
"14","21569","36","201","152","21","57","32","false","1022","030XX W 19TH ST","JB248126","30","2018-05-03T10:30:00.000","THEFT OF LABOR/SERVICES","010","false","11","11303527","1210","41.855476786","POINT (-87.701062454 41.855476786)",,,"STREET",,,"-87.701062454","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","24","1156498","1890560","2018"
"34","21190","51","744","149","14","16","68","false","1812","008XX W ARMITAGE AVE","JB248044","7","2018-05-03T10:30:00.000","RETAIL THEFT","018","false","06","11303390","0860","41.918156823","POINT (-87.650066159 41.918156823)",,,"SMALL RETAIL STORE",,,"-87.650066159","THEFT","2018-05-10T15:48:24.000","43","1170209","1913507","2018"
"23","21572","11","39","86","16","30","28","false","1123","032XX W MADISON ST","JB248084","27","2018-05-03T10:30:00.000","ARMED: OTHER DANGEROUS WEAPON","011","false","03","11303531","0313","41.880966348","POINT (-87.706741745 41.880966348)",,,"CTA BUS STOP",,,"-87.706741745","ROBBERY","2018-05-10T15:48:24.000","28","1154883","1899837","2018"
"41","22535","24","302","192","7","1","25","false","1434","024XX W NORTH AVE","JB248026","24","2018-05-03T10:30:00.000","RETAIL THEFT","014","false","06","11303432","0860","41.910302064","POINT (-87.68885364 41.910302064)",,,"SMALL RETAIL STORE",,,"-87.68885364","THEFT","2018-05-10T15:48:24.000","1","1159674","1910563","2018"
"7","22216","36","69","137","25","32","26","true","1533","048XX W VAN BUREN ST","JB248095","25","2018-05-03T10:26:00.000","MANU/DEL:CANNABIS 10GM OR LESS","015","false","18","11303444","1821","41.87496157","POINT (-87.746140077 41.87496157)",,,"STREET",,,"-87.746140077","NARCOTICS","2018-05-10T15:48:24.000","24","1144169","1897573","2018"
"10","21192","1","400","113","24","10","5","true","0222","047XX S LAKE PARK AVE","JB248497","39","2018-05-03T10:23:00.000","CRIMINAL SEXUAL ABUSE","002","false","17","11303831","1563","41.809297059","POINT (-87.591967028 41.809297059)",,,"SIDEWALK",,,"-87.591967028","SEX OFFENSE","2018-05-10T15:48:24.000","4","1186364","1873970","2018"
"43","21861","30","254","260","10","19","47","true","0513","109XX S DOTY AVE W","JB248049","50","2018-05-03T10:20:00.000","RETAIL THEFT","005","false","06","11303488","0860","41.695982095","POINT (-87.596653142 41.695982095)",,,"GROCERY FOOD STORE",,,"-87.596653142","THEFT","2018-05-10T15:48:24.000","9","1185440","1832668","2018"
"46","21184","48","90","139","15","28","29","true","1225","019XX W JACKSON BLVD","JB248032","28","2018-05-03T10:16:00.000","TO LAND","012","false","26","11303476","1330","41.877494027","POINT (-87.674712257 41.877494027)",,,"COLLEGE/UNIVERSITY GROUNDS",,,"-87.674712257","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","2","1163615","1898637","2018"
"13","21554","18","487","233","20","59","70","false","0613","081XX S MAY ST","JB248271","71","2018-05-03T10:16:00.000","AUTOMOBILE","006","false","07","11303633","0910","41.746176551","POINT (-87.652409444 41.746176551)",,,"STREET",,,"-87.652409444","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","21","1170068","1850833","2018"
,,,,,,,,"false","0412","086XX S DANTE AVE","JB256205","45","2018-05-03T10:15:00.000","HARASSMENT BY ELECTRONIC MEANS","004","false","26","11309567","2826",,,,,"RESIDENCE",,,,"OTHER OFFENSE","2018-05-10T15:48:24.000","8",,,"2018"
"10","21194","1","190","169","24","40","1","false","0211","034XX S DR MARTIN LUTHER KING JR DR","JB248046","35","2018-05-03T10:15:00.000","SIMPLE","002","false","08A","11303474","0560","41.831709027","POINT (-87.616975384 41.831709027)",,,"RESTAURANT",,,"-87.616975384","ASSAULT","2018-05-10T15:48:24.000","4","1179478","1882079","2018"
"27","4450","42","30","52","11","50","20","false","2413","063XX N MOZART ST","JB248025","2","2018-05-03T10:10:00.000","SIMPLE","024","false","08B","11303418","0460","41.996380404","POINT (-87.70081007 41.996380404)",,,"STREET",,,"-87.70081007","BATTERY","2018-05-10T15:48:24.000","50","1156188","1941906","2018"
"26","14920","8","204","159","21","43","33","true","1034","023XX W 24TH PL","JB248121","31","2018-05-03T10:10:00.000","TO LAND","010","false","26","11303484","1330","41.847518457","POINT (-87.683854047 41.847518457)",,,"SCHOOL, PRIVATE, BUILDING",,,"-87.683854047","CRIMINAL TRESPASS","2018-05-10T15:48:24.000","25","1161208","1887695","2018"
"28","21569","14","248","167","21","57","32","false","1031","027XX S TRIPP AVE","JB248047","30","2018-05-03T10:07:00.000","ARMED: OTHER DANGEROUS WEAPON","010","false","03","11303499","0313","41.841776873","POINT (-87.730563901 41.841776873)",,,"SIDEWALK",,,"-87.730563901","ROBBERY","2018-05-10T15:48:24.000","22","1148496","1885510","2018"
"45","4299","4","600","195","6","5","26","false","2533","014XX N LARAMIE AVE","JB248285","25","2018-05-03T10:06:00.000","FROM BUILDING","025","false","06","11303555","0890","41.906512113","POINT (-87.755872657 41.906512113)",,,"APARTMENT",,,"-87.755872657","THEFT","2018-05-10T15:48:24.000","37","1141441","1909052","2018"
"9","21559","12","166","135","17","11","66","false","0711","055XX S WELLS ST","JB248817","68","2018-05-03T10:00:00.000","TO VEHICLE","007","false","14","11303891","1320","41.793427393","POINT (-87.631809987 41.793427393)",,,"ALLEY",,,"-87.631809987","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","3","1175549","1868096","2018"
"33","21192","32","440","124","24","10","8","false","0233","052XX S DREXEL AVE","JB249526","41","2018-05-03T10:00:00.000","OVER $500","002","false","06","11304508","0810","41.799812583","POINT (-87.603929709 41.799812583)",,,"APARTMENT",,,"-87.603929709","THEFT","2018-05-10T15:48:24.000","5","1183132","1870486","2018"
"9","21559","12","166","135","17","11","66","false","0711","055XX S SHIELDS AVE","JB252563","68","2018-05-03T10:00:00.000","FORCIBLE ENTRY","007","false","05","11306679","0610","41.793614467","POINT (-87.634136585 41.793614467)",,,"RESIDENCE",,,"-87.634136585","BURGLARY","2018-05-10T15:48:24.000","3","1174914","1868159","2018"
"4","22260","53","331","275","18","60","9","false","0313","061XX S EBERHART AVE","JB248287","42","2018-05-03T10:00:00.000","FORCIBLE ENTRY","003","false","05","11303640","0610","41.783175288","POINT (-87.61327001 41.783175288)",,,"APARTMENT",,,"-87.61327001","BURGLARY","2018-05-10T15:48:24.000","20","1180636","1864402","2018"
,,,,,,,,"false","0522","002XX W 111TH PL","JB257508","49","2018-05-03T10:00:00.000","OTHER VEHICLE OFFENSE","005","false","26","11310633","5002",,,,,"STREET",,,,"OTHER OFFENSE","2018-05-10T15:48:24.000","34",,,"2018"
"21","22618","25","360","26","12","21","15","false","1634","049XX W PATTERSON AVE","JB248404","15","2018-05-03T10:00:00.000","DOMESTIC BATTERY SIMPLE","016","true","08B","11303644","0486","41.946999728","POINT (-87.750298619 41.946999728)",,,"RESIDENCE",,,"-87.750298619","BATTERY","2018-05-10T15:48:24.000","38","1142858","1923816","2018"
,,,,,,,,"false","1513","011XX S MAYFIELD AVE","JB255205","25","2018-05-03T10:00:00.000","TO PROPERTY","015","false","14","11308779","1310",,,,,"APARTMENT",,,,"CRIMINAL DAMAGE","2018-05-10T15:48:24.000","29",,,"2018"
,,,,,,,,"false","0523","122XX S NORMAL AVE","JB256981","53","2018-05-03T10:00:00.000","OVER $500","005","false","06","11310136","0810",,,,,"RESIDENCE-GARAGE",,,,"THEFT","2018-05-10T15:48:24.000","34",,,"2018"
"15","22268","23","265","272","13","7","62","false","0812","060XX S MAJOR AVE","JB248741","64","2018-05-03T10:00:00.000","DOMESTIC BATTERY SIMPLE","008","true","08B","11303887","0486","41.78279074","POINT (-87.764357516 41.78279074)",,,"RESIDENCE",,,"-87.764357516","BATTERY","2018-05-10T15:48:24.000","13","1139430","1863953","2018"
"22","21861","45","642","220","10","19","50","false","0524","117XX S HALSTED ST","JB248245","53","2018-05-03T10:00:00.000","OVER $500","005","false","06","11303510","0810","41.681109736","POINT (-87.642018411 41.681109736)",,,"BANK",,,"-87.642018411","THEFT","2018-05-10T15:48:24.000","34","1173094","1827146","2018"
"16","22616","40","634","36","2","15","31","false","2033","011XX W ARGYLE ST","JB248352","3","2018-05-03T10:00:00.000","AGGRAVATED OF A SENIOR CITIZEN","020","false","04B","11303695","0495","41.973265966","POINT (-87.658391566 41.973265966)",,,"SIDEWALK",,,"-87.658391566","BATTERY","2018-05-10T15:48:24.000","48","1167785","1933571","2018"
,,,,,,,,"false","1121","009XX N DRAKE AVE","JB256704","23","2018-05-03T10:00:00.000","FINANCIAL IDENTITY THEFT OVER $ 300","011","false","11","11309997","1153",,,,,"RESIDENCE",,,,"DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","27",,,"2018"
"34","21190","51","769","173","5","16","68","false","1932","024XX N LINCOLN AVE","JB248039","7","2018-05-03T09:56:00.000","RETAIL THEFT","019","false","06","11303396","0860","41.925921947","POINT (-87.649432101 41.925921947)",,,"SMALL RETAIL STORE",,,"-87.649432101","THEFT","2018-05-10T15:48:24.000","43","1170359","1916338","2018"
"37","22538","43","245","225","19","24","39","false","0421","024XX E 75TH ST","JB248007","43","2018-05-03T09:55:00.000","SIMPLE","004","false","08B","11303445","0460","41.758996747","POINT (-87.565596274 41.758996747)",,,"OTHER",,,"-87.565596274","BATTERY","2018-05-10T15:48:24.000","7","1193717","1855704","2018"
"46","4299","41","150","65","16","5","24","false","1121","010XX N TRUMBULL AVE","JB248000","23","2018-05-03T09:54:00.000","$500 AND UNDER","011","false","06","11303519","0820","41.899558485","POINT (-87.712786107 41.899558485)",,,"SIDEWALK",,,"-87.712786107","THEFT","2018-05-10T15:48:24.000","27","1153188","1906600","2018"
"37","22538","43","245","225","19","24","39","false","0421","024XX E 75TH ST","JB249047","43","2018-05-03T09:50:00.000","SIMPLE","004","true","08B","11304119","0460","41.758996747","POINT (-87.565596274 41.758996747)",,,"OTHER",,,"-87.565596274","BATTERY","2018-05-10T15:48:24.000","7","1193717","1855704","2018"
"22","21861","45","60","220","10","19","50","true","0524","119XX S NORMAL AVE","JB248036","53","2018-05-03T09:39:00.000","UNLAWFUL POSS OF HANDGUN","005","false","15","11303447","143A","41.676973414","POINT (-87.634657453 41.676973414)",,,"SIDEWALK",,,"-87.634657453","WEAPONS VIOLATION","2018-05-10T15:48:24.000","34","1175117","1825655","2018"
"36","14914","22","92","79","22","46","38","true","0122","002XX W WASHINGTON ST","JB247986","32","2018-05-03T09:37:00.000","AGGRAVATED:KNIFE/CUTTING INSTR","001","false","04A","11303472","0520","41.883209726","POINT (-87.63422924 41.883209726)",,,"SIDEWALK",,,"-87.63422924","ASSAULT","2018-05-10T15:48:24.000","42","1174623","1900807","2018"
"8","22248","49","778","120","23","56","61","false","0923","025XX W 55TH ST","JB250175","63","2018-05-03T09:35:00.000","FRAUD OR CONFIDENCE GAME","009","false","11","11304904","1130","41.793810715","POINT (-87.687341275 41.793810715)",,,"RESIDENCE",,,"-87.687341275","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","14","1160405","1868117","2018"
"40","22535","15","548","174","7","1","23","false","1411","027XX N FRANCISCO AVE","JB254249","22","2018-05-03T09:34:00.000","VIOLATE ORDER OF PROTECTION","014","true","26","11307970","4387","41.930803395","POINT (-87.700054508 41.930803395)",,,"APARTMENT",,,"-87.700054508","OTHER OFFENSE","2018-05-10T15:48:24.000","35","1156570","1918011","2018"
"11","14926","51","309","198","14","54","37","false","1821","015XX N CLEVELAND AVE","JB248051","8","2018-05-03T09:30:00.000","$500 AND UNDER","018","false","06","11303372","0820","41.910627254","POINT (-87.641002282 41.910627254)",,,"STREET",,,"-87.641002282","THEFT","2018-05-10T15:48:24.000","43","1172698","1910783","2018"
"33","22260","32","469","273","18","60","9","true","0314","062XX S STONY ISLAND AVE","JB248085","42","2018-05-03T09:30:00.000","PRO EMP HANDS NO/MIN INJURY","003","false","08A","11303441","0545","41.78210152","POINT (-87.586502002 41.78210152)",,,"SCHOOL, PUBLIC, BUILDING",,,"-87.586502002","ASSAULT","2018-05-10T15:48:24.000","5","1187940","1864073","2018"
"2","21559","19","22","261","17","11","66","false","0712","059XX S SANGAMON ST","JB248691","68","2018-05-03T09:30:00.000","DOMESTIC BATTERY SIMPLE","007","true","08B","11303799","0486","41.785998332","POINT (-87.648592859 41.785998332)",,,"RESIDENCE",,,"-87.648592859","BATTERY","2018-05-10T15:48:24.000","16","1170994","1865352","2018"
"28","21569","14","248","167","21","57","32","false","1031","027XX S KEDVALE AVE","JB248272","30","2018-05-03T09:30:00.000","DOMESTIC BATTERY SIMPLE","010","true","08B","11304040","0486","41.841374335","POINT (-87.728119869 41.841374335)",,,"RESIDENCE",,,"-87.728119869","BATTERY","2018-05-10T15:48:24.000","22","1149163","1885368","2018"
"8","22248","35","637","105","13","56","54","false","0815","051XX S ARCHER AVE","JB248034","57","2018-05-03T09:30:00.000","AUTOMOBILE","008","false","07","11303376","0910","41.800272498","POINT (-87.732673095 41.800272498)",,,"STREET",,,"-87.732673095","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","23","1148027","1870382","2018"
"14","21184","36","35","140","16","28","30","true","1134","031XX W FILLMORE ST","JB247982","29","2018-05-03T09:27:00.000","POSS: HEROIN(WHITE)","011","false","18","11303344","2024","41.868233449","POINT (-87.704810109 41.868233449)",,,"STREET",,,"-87.704810109","NARCOTICS","2018-05-10T15:48:24.000","24","1155443","1895201","2018"
"10","4301","1","161","114","24","36","4","false","0221","044XX S EVANS AVE","JB248018","38","2018-05-03T09:22:00.000","TO VEHICLE","002","false","14","11303819","1320","41.814382204","POINT (-87.608305812 41.814382204)",,,"STREET",,,"-87.608305812","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","3","1181894","1875785","2018"
"43","21861","30","253","265","10","19","45","false","0531","002XX E 115TH ST","JB247967","49","2018-05-03T09:20:00.000","SIMPLE","005","false","08A","11303343","0560","41.685379492","POINT (-87.617736935 41.685379492)",,,"MEDICAL/DENTAL OFFICE",,,"-87.617736935","ASSAULT","2018-05-10T15:48:24.000","9","1179714","1828756","2018"
"11","21190","51","272","198","14","54","37","false","1821","005XX W NORTH AVE","JB248028","8","2018-05-03T09:15:00.000","$500 AND UNDER","018","false","06","11303397","0820","41.911073717","POINT (-87.641317083 41.911073717)",,,"PARKING LOT/GARAGE(NON.RESID.)",,,"-87.641317083","THEFT","2018-05-10T15:48:24.000","43","1172611","1910945","2018"
"46","4299","41","456","66","16","5","24","false","1112","010XX N LAWNDALE AVE","JB247961","23","2018-05-03T09:15:00.000","SIMPLE","011","false","08B","11304022","0460","41.899819111","POINT (-87.718895829 41.899819111)",,,"SIDEWALK",,,"-87.718895829","BATTERY","2018-05-10T15:48:24.000","27","1151524","1906683","2018"
"32","21554","17","556","229","20","59","70","false","0621","076XX S LOWE AVE","JB248006","71","2018-05-03T09:15:00.000","AUTOMOBILE","006","false","07","11303451","0910","41.755457962","POINT (-87.6405028 41.755457962)",,,"STREET",,,"-87.6405028","MOTOR VEHICLE THEFT","2018-05-10T15:48:24.000","17","1173290","1854241","2018"
"37","21202","43","505","234","19","25","42","false","0422","081XX S ESCANABA AVE","JB248659","46","2018-05-03T09:05:00.000","FINANCIAL IDENTITY THEFT OVER $ 300","004","false","11","11303939","1153","41.747804488","POINT (-87.554032459 41.747804488)",,,,,,"-87.554032459","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","7","1196909","1851654","2018"
"26","14920","8","270","158","15","43","33","false","1235","020XX S BLUE ISLAND AVE","JB248934","31","2018-05-03T09:00:00.000","UNLAWFUL ENTRY","012","false","05","11304016","0620","41.854703323","POINT (-87.663849798 41.854703323)",,,"APARTMENT",,,"-87.663849798","BURGLARY","2018-05-10T15:48:24.000","25","1166638","1890355","2018"
"29","22243","34","699","45","12","31","36","false","1612","065XX W BRYN MAWR AVE","JB249777","10","2018-05-03T09:00:00.000","OTHER VIOLATION","016","false","26","11304709","2890","41.98287878","POINT (-87.791440835 41.98287878)",,,"SCHOOL, PUBLIC, BUILDING",,,"-87.791440835","PUBLIC PEACE VIOLATION","2018-05-10T15:48:24.000","41","1131583","1936817","2018"
"35","21546","9","429","248","20","61","40","true","0633","092XX S DAUPHIN AVE","JB248010","44","2018-05-03T09:00:00.000","SIMPLE","006","false","08A","11303449","0560","41.727096769","POINT (-87.603034703 41.727096769)",,,"APARTMENT",,,"-87.603034703","ASSAULT","2018-05-10T15:48:24.000","8","1183601","1843991","2018"
"47","21202","47","506","239","19","25","42","false","0424","084XX S BUFFALO AVE","JB248400","46","2018-05-03T09:00:00.000","TO PROPERTY","004","false","14","11303657","1310","41.742309264","POINT (-87.544216516 41.742309264)",,,"APARTMENT",,,"-87.544216516","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","10","1199606","1849676","2018"
"3","22257","44","280","204","17","23","65","false","0725","017XX W 63RD ST","JB249845","67","2018-05-03T09:00:00.000","FROM BUILDING","007","false","06","11304979","0890","41.779413066","POINT (-87.666968951 41.779413066)",,,"SCHOOL, PRIVATE, BUILDING",,,"-87.666968951","THEFT","2018-05-10T15:48:24.000","15","1166001","1862913","2018"
"15","22268","23","265","272","13","7","62","false","0812","061XX S PARKSIDE AVE","JB254232","64","2018-05-03T09:00:00.000","FINANCIAL IDENTITY THEFT OVER $ 300","008","false","11","11307879","1153","41.781165241","POINT (-87.763073963 41.781165241)",,,"RESIDENCE",,,"-87.763073963","DECEPTIVE PRACTICE","2018-05-10T15:48:24.000","13","1139784","1863363","2018"
"14","21572","36","98","140","16","30","30","false","1134","033XX W FILLMORE ST","JB247959","29","2018-05-03T09:00:00.000","OTHER CRIME AGAINST PERSON","011","false","26","11304369","5000","41.868180939","POINT (-87.709271389 41.868180939)",,,"GOVERNMENT BUILDING/PROPERTY",,,"-87.709271389","OTHER OFFENSE","2018-05-10T15:48:24.000","24","1154228","1895173","2018"
"21","21538","27","71","175","6","39","22","false","2523","029XX N HAMLIN AVE","JB247928","21","2018-05-03T08:53:00.000","AGGRAVATED: HANDGUN","025","false","04B","11303430","041A","41.934578476","POINT (-87.722156675 41.934578476)",,,"STREET",,,"-87.722156675","BATTERY","2018-05-10T15:48:24.000","30","1150546","1919343","2018"
"46","22620","41","108","199","14","54","37","false","1822","015XX N CLYBOURN AVE","JB247940","8","2018-05-03T08:50:00.000","DOMESTIC BATTERY SIMPLE","018","true","08B","11303452","0486","41.909104535","POINT (-87.646999602 41.909104535)",,,"APARTMENT",,,"-87.646999602","BATTERY","2018-05-10T15:48:24.000","27","1171070","1910215","2018"
"35","21546","9","247","227","20","61","40","false","0624","079XX S ELLIS AVE","JB247971","44","2018-05-03T08:45:00.000","TO PROPERTY","006","true","14","11303353","1310","41.750359395","POINT (-87.600312091 41.750359395)",,,"APARTMENT",,,"-87.600312091","CRIMINAL DAMAGE","2018-05-10T15:48:24.000","8","1184272","1852474","2018"
"19","22254","39","396","17","12","52","17","false","1632","070XX W ADDISON ST","JB248587","17","2018-05-03T08:45:00.000","SIMPLE","016","false","08B","11303914","0460","41.945377882","POINT (-87.801150299 41.945377882)",,,"SCHOOL, PUBLIC, BUILDING",,,"-87.801150299","BATTERY","2018-05-10T15:48:24.000","36","1129028","1923135","2018"
"36","14310","22","92","93","22","41","38","false","0111","0000X W WASHINGTON ST","JB248015","32","2018-05-03T08:44:00.000","SEX OFFENDER: FAIL TO REGISTER","001","false","26","11303483","4650","41.883210775","POINT (-87.629906972 41.883210775)",,,"GOVERNMENT BUILDING/PROPERTY",,,"-87.629906972","OTHER OFFENSE","2018-05-10T15:48:24.000","42","1175800","1900817","2018"
"14","21572","36","98","155","21","57","30","false","1132","040XX W ROOSEVELT RD","JB247939","29","2018-05-03T08:40:00.000","RETAIL THEFT","011","false","06","11304029","0860","41.866148185","POINT (-87.726825268 41.866148185)",,,"DEPARTMENT STORE",,,"-87.726825268","THEFT","2018-05-10T15:48:24.000","24","1149452","1894398","2018"
